,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
6840,Mars,0,TRAPPIST-1e,22.0,0,741.0,0.0,1028.0,0.0,0.0,0,F,1497,P
6841,Earth,0,PSO J318.5-22,57.0,0,0.0,1.0,0.0,664.0,19.0,0,F,1391,S
6842,Earth,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1177,S
6843,Europa,0,TRAPPIST-1e,51.0,0,0.0,980.0,273.0,2775.0,419.0,0,B,240,P
6844,Mars,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,0,E,465,P
6845,Earth,0,TRAPPIST-1e,22.0,0,593.0,34.0,0.0,0.0,0.0,0,G,1163,P
6846,Europa,0,,36.0,0,0.0,1606.0,511.0,89.0,2220.0,0,B,241,P
6847,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
6848,Mars,0,,60.0,0,180.0,0.0,414.0,1181.0,0.0,0,F,1499,P
6850,Mars,0,TRAPPIST-1e,18.0,0,49.0,0.0,2885.0,1.0,0.0,1,F,1392,S
6851,Europa,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,B,273,S
6852,Mars,0,TRAPPIST-1e,45.0,0,1781.0,0.0,17.0,0.0,23.0,0,F,1395,S
6854,,0,TRAPPIST-1e,21.0,0,1046.0,1.0,0.0,1.0,0.0,0,E,482,S
6855,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1397,S
6856,Mars,0,55 Cancri e,51.0,0,40.0,716.0,1907.0,0.0,0.0,1,F,1501,P
6857,Mars,0,TRAPPIST-1e,22.0,0,100.0,0.0,1050.0,0.0,23.0,0,E,466,P
6858,Europa,0,TRAPPIST-1e,26.0,0,0.0,896.0,0.0,690.0,1.0,1,D,225,P
6860,Earth,0,TRAPPIST-1e,21.0,0,42.0,606.0,1.0,38.0,100.0,0,E,484,S
6862,Earth,0,TRAPPIST-1e,,0,0.0,1.0,12.0,0.0,779.0,0,E,467,P
6863,Earth,0,TRAPPIST-1e,43.0,0,473.0,1390.0,0.0,0.0,0.0,1,F,1502,P
6864,Earth,0,PSO J318.5-22,22.0,0,28.0,194.0,2.0,0.0,370.0,1,F,1503,P
6865,Earth,0,TRAPPIST-1e,22.0,0,401.0,0.0,196.0,0.0,126.0,0,F,1398,S
6866,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1168,P
6867,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,C,265,S
6868,Europa,0,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,C,265,S
6869,Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,27.0,764.0,0,E,468,P
6870,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1170,P
6871,Earth,0,55 Cancri e,21.0,0,61.0,201.0,222.0,161.0,60.0,0,G,1171,P
6873,Earth,0,TRAPPIST-1e,13.0,0,305.0,582.0,12.0,19.0,0.0,0,F,1506,P
6874,Earth,0,55 Cancri e,22.0,0,0.0,642.0,0.0,52.0,0.0,0,F,1507,P
6875,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1184,S
6876,Earth,0,TRAPPIST-1e,17.0,0,,188.0,795.0,0.0,0.0,1,E,485,S
6878,Mars,0,TRAPPIST-1e,34.0,0,5959.0,0.0,3.0,0.0,0.0,0,F,1508,P
6879,Mars,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1509,P
6881,Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1185,S
6882,Europa,0,55 Cancri e,52.0,0,360.0,1314.0,8.0,641.0,66.0,1,A,78,P
6883,Europa,1,55 Cancri e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,D,227,P
6884,Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,D,227,P
6885,Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,1,D,227,P
6886,Europa,0,TRAPPIST-1e,36.0,0,83.0,1186.0,0.0,2160.0,736.0,0,D,227,P
6887,Europa,0,TRAPPIST-1e,36.0,0,31.0,3585.0,31.0,1400.0,0.0,0,D,227,P
6888,Mars,0,55 Cancri e,21.0,0,,0.0,0.0,1.0,378.0,0,D,220,S
6889,Mars,0,TRAPPIST-1e,33.0,0,627.0,0.0,171.0,254.0,130.0,0,D,228,P
6890,Earth,0,TRAPPIST-1e,40.0,0,678.0,0.0,229.0,0.0,0.0,0,G,1188,S
6891,Earth,0,TRAPPIST-1e,24.0,0,185.0,0.0,478.0,29.0,0.0,1,F,1510,P
6892,Earth,0,TRAPPIST-1e,35.0,0,0.0,0.0,885.0,0.0,0.0,1,G,1189,S
6893,Mars,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1511,P
6894,Mars,0,TRAPPIST-1e,33.0,0,728.0,0.0,285.0,0.0,0.0,0,E,486,S
6895,Earth,0,TRAPPIST-1e,51.0,0,3.0,33.0,12.0,38.0,896.0,0,E,487,S
6896,Mars,1,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1512,P
6897,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1190,S
6898,Earth,0,55 Cancri e,26.0,0,1.0,0.0,0.0,0.0,718.0,1,E,471,P
6899,Earth,0,TRAPPIST-1e,39.0,0,19.0,102.0,0.0,678.0,0.0,0,F,1405,S
6900,Mars,0,TRAPPIST-1e,14.0,0,738.0,5.0,297.0,0.0,0.0,0,F,1513,P
6901,Mars,0,TRAPPIST-1e,28.0,0,1059.0,0.0,6.0,117.0,0.0,0,D,229,P
6903,Mars,0,TRAPPIST-1e,41.0,0,2754.0,398.0,21.0,0.0,0.0,0,D,231,P
6904,Europa,0,,33.0,0,0.0,0.0,0.0,0.0,0.0,1,C,237,P
6907,Earth,0,TRAPPIST-1e,63.0,0,0.0,0.0,424.0,0.0,2027.0,0,F,1408,S
6908,Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,547.0,0.0,423.0,0,F,1409,S
6909,Europa,0,TRAPPIST-1e,27.0,0,15.0,2886.0,0.0,249.0,71.0,1,C,238,P
6910,Earth,0,TRAPPIST-1e,47.0,0,2916.0,0.0,14.0,63.0,0.0,0,F,1519,P
6911,Mars,0,TRAPPIST-1e,37.0,0,1413.0,0.0,584.0,3.0,0.0,1,F,1520,P
6912,Earth,0,TRAPPIST-1e,14.0,0,399.0,22.0,458.0,506.0,187.0,0,F,1410,S
6913,,0,TRAPPIST-1e,27.0,0,0.0,63.0,8.0,129.0,2960.0,0,C,268,S
6914,Mars,0,TRAPPIST-1e,61.0,0,1711.0,0.0,0.0,0.0,8.0,0,D,232,P
6916,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,787.0,1.0,0.0,0,E,490,S
6918,,0,TRAPPIST-1e,26.0,0,0.0,0.0,902.0,0.0,0.0,0,F,1411,S
6920,Mars,0,TRAPPIST-1e,42.0,0,1318.0,0.0,1386.0,0.0,0.0,0,D,233,P
6921,Europa,0,,33.0,0,0.0,2107.0,0.0,15586.0,473.0,0,E,474,P
6923,Earth,1,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1191,S
6924,Earth,0,TRAPPIST-1e,50.0,0,0.0,185.0,0.0,1.0,558.0,1,G,1178,P
6925,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,1.0,95.0,605.0,0,F,1412,S
6926,Earth,0,PSO J318.5-22,15.0,0,0.0,0.0,9.0,0.0,952.0,0,F,1413,S
6927,Mars,0,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,0,E,476,P
6929,Earth,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1192,S
6930,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,D,221,S
6931,Europa,0,TRAPPIST-1e,60.0,0,0.0,3435.0,0.0,5458.0,10.0,0,C,269,S
6932,Europa,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,C,269,S
6933,Europa,0,TRAPPIST-1e,58.0,0,0.0,1386.0,2.0,128.0,2577.0,1,,,
6934,Earth,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1181,P
6935,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1181,P
6938,Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1194,S
6939,Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,C,239,P
6940,Europa,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,C,239,P
6941,Earth,0,TRAPPIST-1e,20.0,0,0.0,802.0,0.0,16.0,0.0,0,G,1183,P
6942,Earth,0,TRAPPIST-1e,24.0,0,821.0,0.0,0.0,68.0,0.0,0,G,1184,P
6944,Mars,0,TRAPPIST-1e,55.0,0,1236.0,0.0,52.0,0.0,0.0,0,F,1523,P
6946,Earth,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1185,P
6947,Earth,0,TRAPPIST-1e,40.0,0,2.0,147.0,0.0,1695.0,1147.0,0,F,1526,P
6948,Mars,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1527,P
6949,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,E,477,P
6950,Earth,1,PSO J318.5-22,43.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1186,P
6951,Earth,0,TRAPPIST-1e,20.0,0,9.0,0.0,1540.0,0.0,0.0,0,F,1416,S
6952,Earth,0,PSO J318.5-22,19.0,0,40.0,0.0,77.0,572.0,0.0,0,F,1417,S
6953,Europa,0,TRAPPIST-1e,40.0,0,0.0,3508.0,761.0,12.0,32.0,1,C,240,P
6955,Earth,0,TRAPPIST-1e,62.0,0,240.0,0.0,0.0,586.0,10.0,0,G,1190,P
6956,Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1191,P
6957,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1192,P
6958,Earth,0,,40.0,0,0.0,0.0,0.0,7.0,782.0,0,E,478,P
6959,Earth,0,55 Cancri e,25.0,0,0.0,653.0,21.0,0.0,0.0,0,G,1193,P
6960,Europa,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,B,277,S
6961,Europa,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,B,277,S
6962,Europa,0,TRAPPIST-1e,38.0,0,4.0,5974.0,0.0,3682.0,197.0,0,B,277,S
6963,Europa,0,55 Cancri e,43.0,1,0.0,486.0,0.0,0.0,2470.0,0,B,277,S
6965,Europa,1,TRAPPIST-1e,31.0,1,0.0,0.0,0.0,0.0,0.0,1,C,271,S
6966,Europa,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,1,C,271,S
6967,Earth,0,TRAPPIST-1e,19.0,0,105.0,271.0,1.0,377.0,17.0,1,F,1531,P
6968,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,217.0,0.0,544.0,0,F,1418,S
6969,Mars,0,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,0,E,479,P
6970,Europa,0,TRAPPIST-1e,16.0,0,0.0,1417.0,3.0,27.0,186.0,1,C,272,S
6971,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,C,272,S
6972,Earth,0,TRAPPIST-1e,19.0,0,294.0,79.0,536.0,0.0,0.0,0,G,1194,P
6973,Earth,0,TRAPPIST-1e,23.0,0,0.0,1089.0,311.0,0.0,0.0,1,F,1419,S
6977,Earth,0,TRAPPIST-1e,30.0,0,1110.0,0.0,439.0,5.0,0.0,0,F,1533,P
6978,Europa,0,55 Cancri e,41.0,0,0.0,10049.0,214.0,5287.0,1845.0,0,B,278,S
6979,Mars,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1534,P
6980,Earth,0,,39.0,0,1.0,875.0,0.0,6.0,0.0,1,G,1197,P
6981,Earth,0,TRAPPIST-1e,47.0,0,0.0,61.0,805.0,0.0,6.0,1,F,1535,P
6982,Earth,0,TRAPPIST-1e,21.0,0,550.0,0.0,61.0,4.0,5.0,0,G,1204,S
6984,Earth,0,TRAPPIST-1e,19.0,0,879.0,0.0,0.0,10.0,0.0,0,G,1200,P
6985,Mars,0,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1423,S
6986,Europa,0,TRAPPIST-1e,28.0,0,0.0,132.0,4.0,1915.0,0.0,0,A,79,P
6987,Mars,0,TRAPPIST-1e,38.0,0,1126.0,0.0,23.0,34.0,0.0,0,,,
6988,Earth,0,PSO J318.5-22,24.0,0,549.0,3.0,201.0,0.0,0.0,0,G,1205,S
6989,Europa,0,55 Cancri e,31.0,0,,2954.0,0.0,170.0,756.0,0,A,90,S
6990,Europa,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,E,481,P
6991,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,B,244,P
6992,Earth,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1202,P
6993,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,B,279,S
6994,Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,B,279,S
6995,Europa,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,1,B,279,S
6996,Earth,0,55 Cancri e,42.0,0,0.0,279.0,30.0,409.0,0.0,1,E,483,P
6997,Earth,0,TRAPPIST-1e,43.0,0,20.0,0.0,726.0,0.0,0.0,0,E,495,S
6999,Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1203,P
7000,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1208,S
7002,Mars,0,TRAPPIST-1e,24.0,0,,0.0,299.0,814.0,0.0,0,F,1539,P
7004,Earth,0,PSO J318.5-22,20.0,0,120.0,321.0,0.0,932.0,175.0,0,F,1541,P
7005,Earth,0,TRAPPIST-1e,23.0,0,509.0,0.0,193.0,0.0,2.0,0,G,1205,P
7006,Europa,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,B,281,S
7008,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,B,281,S
7009,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,C,275,S
7010,Europa,0,55 Cancri e,41.0,0,0.0,1616.0,0.0,758.0,400.0,1,A,80,P
7011,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1210,S
7012,Mars,0,TRAPPIST-1e,71.0,0,1243.0,0.0,5.0,16.0,34.0,0,E,496,S
7013,Earth,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1211,S
7014,Europa,0,TRAPPIST-1e,33.0,0,0.0,397.0,0.0,1249.0,845.0,0,B,282,S
7016,Europa,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,D,223,S
7018,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1207,P
7020,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1545,P
7023,Europa,0,,56.0,0,0.0,5711.0,0.0,0.0,50.0,1,C,276,S
7024,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1429,S
7028,Europa,0,TRAPPIST-1e,26.0,0,36.0,2285.0,0.0,2287.0,159.0,0,,,
7030,Earth,0,TRAPPIST-1e,63.0,0,174.0,282.0,321.0,8.0,0.0,1,G,1216,S
7031,Mars,0,TRAPPIST-1e,29.0,0,558.0,0.0,386.0,355.0,0.0,0,E,486,P
7032,Mars,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,1,E,486,P
7033,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1217,S
7035,Earth,0,TRAPPIST-1e,53.0,0,2.0,794.0,425.0,0.0,397.0,0,E,487,P
7036,Mars,0,TRAPPIST-1e,45.0,0,2.0,36.0,1110.0,9.0,0.0,0,F,1431,S
7040,Mars,0,TRAPPIST-1e,27.0,1,30.0,0.0,910.0,0.0,0.0,1,F,1550,P
7041,Earth,0,55 Cancri e,20.0,0,30.0,132.0,1121.0,0.0,0.0,1,F,1551,P
7043,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,484.0,320.0,0,F,1433,S
7044,Europa,0,55 Cancri e,45.0,0,66.0,5974.0,0.0,0.0,625.0,1,C,241,P
7045,Europa,1,TRAPPIST-1e,26.0,0,,0.0,0.0,0.0,0.0,1,B,283,S
7046,Europa,0,TRAPPIST-1e,37.0,0,1577.0,11396.0,0.0,1014.0,560.0,1,B,283,S
7047,Earth,0,TRAPPIST-1e,30.0,0,0.0,2.0,0.0,690.0,86.0,0,F,1552,P
7048,Mars,0,TRAPPIST-1e,51.0,1,511.0,0.0,291.0,4212.0,0.0,0,F,1553,P
7049,Mars,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1553,P
7050,Mars,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1553,P
7051,Earth,0,TRAPPIST-1e,19.0,0,2110.0,0.0,0.0,0.0,1.0,0,F,1554,P
7052,Earth,0,TRAPPIST-1e,19.0,0,0.0,789.0,0.0,0.0,0.0,0,E,499,S
7055,Europa,0,TRAPPIST-1e,23.0,0,3580.0,564.0,103.0,0.0,90.0,0,B,284,S
7056,Earth,0,TRAPPIST-1e,37.0,0,1442.0,4.0,0.0,3.0,0.0,0,F,1434,S
7057,Mars,0,55 Cancri e,18.0,0,1092.0,0.0,208.0,150.0,0.0,0,F,1435,S
7058,Earth,0,PSO J318.5-22,29.0,0,5.0,598.0,0.0,0.0,0.0,0,F,1436,S
7059,Earth,0,TRAPPIST-1e,25.0,0,0.0,779.0,0.0,2.0,6.0,0,E,488,P
7060,Earth,0,TRAPPIST-1e,52.0,0,0.0,0.0,47.0,2059.0,0.0,0,F,1555,P
7061,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,0,F,1437,S
7062,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1437,S
7063,Earth,0,PSO J318.5-22,25.0,0,15.0,3.0,0.0,635.0,0.0,0,F,1557,P
7064,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,B,246,P
7065,Europa,0,PSO J318.5-22,32.0,1,2502.0,700.0,1104.0,13902.0,484.0,0,B,246,P
7066,Earth,0,TRAPPIST-1e,58.0,0,1366.0,257.0,0.0,0.0,311.0,0,F,1559,P
7067,Earth,0,TRAPPIST-1e,44.0,0,657.0,0.0,103.0,0.0,394.0,0,F,1560,P
7068,Earth,0,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,908.0,0,G,1214,P
7069,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,643.0,167.0,0.0,1,G,1219,S
7070,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1215,P
7072,Europa,0,TRAPPIST-1e,27.0,0,390.0,1377.0,0.0,2809.0,4914.0,0,C,279,S
7073,Europa,1,55 Cancri e,61.0,0,0.0,0.0,0.0,0.0,0.0,1,C,279,S
7074,Earth,0,TRAPPIST-1e,18.0,0,0.0,732.0,2.0,13.0,47.0,1,F,1561,P
7075,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1221,S
7076,Europa,1,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,1,B,286,S
7077,Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,B,286,S
7078,Earth,0,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1223,S
7080,Earth,0,TRAPPIST-1e,19.0,0,122.0,2.0,0.0,480.0,565.0,1,F,1562,P
7085,Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,702.0,0.0,56.0,0,F,1564,P
7086,Earth,0,TRAPPIST-1e,54.0,0,118.0,0.0,0.0,669.0,0.0,0,E,501,S
7087,Earth,1,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,0,G,1225,S
7088,Earth,0,TRAPPIST-1e,22.0,0,0.0,19.0,1468.0,2.0,119.0,1,E,489,P
7089,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1216,P
7090,Earth,0,TRAPPIST-1e,26.0,0,0.0,652.0,97.0,43.0,0.0,1,E,490,P
7091,Earth,0,PSO J318.5-22,19.0,0,10.0,24.0,0.0,0.0,565.0,0,F,1444,S
7092,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,441.0,0.0,423.0,0,F,1569,P
7093,Europa,0,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,C,244,P
7094,Earth,0,TRAPPIST-1e,18.0,0,388.0,182.0,0.0,66.0,140.0,0,F,1445,S
7095,Mars,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1570,P
7096,Europa,0,TRAPPIST-1e,37.0,0,2.0,7272.0,0.0,50.0,1282.0,1,B,247,P
7097,Europa,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,B,247,P
7099,Europa,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,1,B,247,P
7100,Earth,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1227,S
7103,Mars,0,TRAPPIST-1e,50.0,1,828.0,0.0,572.0,1367.0,0.0,0,D,237,P
7104,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1228,S
7105,Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,0,G,1217,P
7106,Europa,1,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,B,287,S
7107,Europa,0,TRAPPIST-1e,23.0,0,30.0,2237.0,1.0,49.0,52.0,1,D,239,P
7109,Earth,0,PSO J318.5-22,14.0,0,80.0,130.0,0.0,1323.0,0.0,0,E,502,S
7111,Earth,0,PSO J318.5-22,45.0,0,1.0,7.0,56.0,613.0,0.0,1,G,1229,S
7114,Europa,0,,19.0,0,0.0,0.0,0.0,0.0,0.0,1,B,288,S
7115,Europa,1,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0,1,B,288,S
7116,,0,TRAPPIST-1e,31.0,0,0.0,1000.0,0.0,19.0,1776.0,0,B,288,S
7117,Europa,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,C,281,S
7118,Europa,0,TRAPPIST-1e,39.0,0,8209.0,18.0,432.0,3560.0,54.0,0,C,281,S
7119,Europa,0,TRAPPIST-1e,28.0,0,0.0,2674.0,1309.0,18.0,11.0,1,C,281,S
7120,Europa,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,C,281,S
7121,Europa,0,TRAPPIST-1e,29.0,0,220.0,1130.0,0.0,7.0,951.0,1,C,245,P
7122,Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1219,P
7123,Earth,0,55 Cancri e,15.0,0,0.0,714.0,0.0,0.0,0.0,1,G,1219,P
7124,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,1586.0,0.0,0,F,1450,S
7126,Earth,0,TRAPPIST-1e,36.0,0,0.0,7.0,661.0,0.0,93.0,1,F,1451,S
7127,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,C,283,S
7128,Europa,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,1,C,283,S
7129,Earth,1,PSO J318.5-22,67.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1231,S
7130,Earth,0,TRAPPIST-1e,44.0,0,0.0,204.0,135.0,225.0,223.0,0,E,495,P
7131,Earth,0,TRAPPIST-1e,17.0,0,214.0,552.0,0.0,241.0,0.0,0,G,1232,S
7132,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1579,P
7133,Mars,0,TRAPPIST-1e,23.0,0,463.0,0.0,658.0,0.0,0.0,0,F,1579,P
7134,Mars,0,55 Cancri e,28.0,0,2484.0,136.0,42.0,0.0,0.0,0,F,1452,S
7135,Mars,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1453,S
7136,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,F,1454,S
7137,Europa,0,55 Cancri e,40.0,1,0.0,21.0,0.0,1503.0,1392.0,0,A,83,P
7138,Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,A,83,P
7139,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,C,246,P
7140,Earth,0,PSO J318.5-22,20.0,0,11.0,725.0,0.0,0.0,0.0,1,F,1457,S
7141,Earth,0,TRAPPIST-1e,18.0,0,761.0,21.0,27.0,0.0,0.0,1,G,1235,S
7142,Mars,0,,17.0,0,3651.0,0.0,2228.0,38.0,0.0,0,F,1583,P
7143,Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,B,250,P
7144,Earth,0,TRAPPIST-1e,31.0,0,0.0,0.0,185.0,584.0,0.0,0,G,1237,S
7145,Earth,0,TRAPPIST-1e,40.0,0,0.0,0.0,84.0,798.0,0.0,0,G,1223,P
7146,Europa,1,PSO J318.5-22,50.0,0,0.0,0.0,0.0,0.0,0.0,1,C,284,S
7147,Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,114.0,2.0,683.0,0,F,1458,S
7148,Earth,0,TRAPPIST-1e,29.0,0,767.0,16.0,9.0,0.0,0.0,0,E,496,P
7149,Europa,0,55 Cancri e,63.0,0,0.0,5036.0,4.0,519.0,0.0,1,A,92,S
7150,Mars,0,TRAPPIST-1e,19.0,0,37.0,0.0,1288.0,0.0,0.0,1,F,1584,P
7151,Mars,0,TRAPPIST-1e,36.0,0,1103.0,3.0,0.0,0.0,659.0,0,D,240,P
7152,Earth,0,55 Cancri e,48.0,0,0.0,172.0,115.0,1.0,645.0,0,F,1585,P
7153,Europa,0,TRAPPIST-1e,33.0,0,81.0,1125.0,481.0,505.0,1261.0,0,E,497,P
7154,Mars,0,TRAPPIST-1e,28.0,0,2703.0,0.0,4.0,1.0,0.0,0,D,226,S
7157,Europa,1,55 Cancri e,58.0,0,0.0,0.0,0.0,0.0,0.0,1,B,289,S
7160,Earth,0,55 Cancri e,21.0,0,618.0,33.0,1.0,2.0,0.0,1,F,1586,P
7163,Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,1,G,1227,P
